Service Area,Account Description,Creditor,Transaction Date,JV Reference,JV Date,JV Value
Childrens Services,Food Costs,SAINSBURYS S/MKTS,09/06/2014,1251,16/07/2014,6.33
Childrens Services,Food Costs,SAINSBURYS SUPERMA,09/06/2014,1062,16/07/2014,8.3
Childrens Services,Building Repairs & Maintenance,SAMS HARDWARE,23/06/2014,1102,16/07/2014,18.1
Governance,Building Repairs & Maintenance,SCREWFIX DIRECT,24/06/2014,1196,16/07/2014,75.2
Childrens Services,Training,SKILLS TRAINING,06/06/2014,1156,16/07/2014,420
Childrens Services,Other Services,SKY SUBSCRIPTION,25/06/2014,984,16/07/2014,56
Childrens Services,Equipment and Materials Purcha,SOUTH MIMMS TRAVEL,12/06/2014,1055,16/07/2014,496
Childrens Services,Other Transfer Payments to Soc,SPORTSDIRECT 163,16/06/2014,1024,16/07/2014,18.97
Childrens Services,Other Transfer Payments to Soc,SPORTSDIRECT 38,05/06/2014,1085,16/07/2014,14
Deputy Chief Operating Officer,Subsistence,STARBUCKS,20/06/2014,1037,16/07/2014,6.04
Deputy Chief Operating Officer,Advertising,STKSHUTTERSTOCK INC,04/06/2014,1056,16/07/2014,29
Childrens Services,Travelling Expenses,STUDEN PHOTOCARD,16/06/2014,1076,16/07/2014,10
Childrens Services,Food Costs,SUBWAY,03/06/2014,1081,16/07/2014,5.49
CSG Managed Budget,IT Services,SURVEYMONKEY.COM,05/06/2014,1193,16/07/2014,299
Childrens Services,Equipment and Materials Purcha,TECHNO-VISION SYSTE,16/06/2014,1110,16/07/2014,72
Childrens Services,Equipment and Materials Purcha,TESCO DELIVERY SAVE,09/06/2014,988,16/07/2014,6
Childrens Services,Food Costs,TESCO STORE 2296,13/06/2014,990,16/07/2014,2.85
Childrens Services,Food Costs,TESCO STORE 2296,20/06/2014,1136,16/07/2014,42.42
Childrens Services,Food Costs,TESCO STORE 2296,16/06/2014,1086,16/07/2014,11.98
Childrens Services,Food Costs,TESCO STORE 2296,19/06/2014,1201,16/07/2014,61.12
Childrens Services,Food Costs,TESCO STORE 2296,05/06/2014,1202,16/07/2014,79.29
Childrens Services,Equipment and Materials Purcha,TESCO STORE 3539,17/06/2014,993,16/07/2014,-3.99
Childrens Services,Equipment and Materials Purcha,TESCO STORES 2296,19/06/2014,1079,16/07/2014,14.5
Childrens Services,Equipment and Materials Purcha,TESCO STORES 35,18/06/2014,1043,16/07/2014,38.8
Childrens Services,Equipment and Materials Purcha,TESCO STORES 35,11/06/2014,1041,16/07/2014,41.4
Childrens Services,Equipment and Materials Purcha,TESCO STORES 35,25/06/2014,1049,16/07/2014,37.25
Childrens Services,Equipment and Materials Purcha,TESCO STORES 35,19/06/2014,1044,16/07/2014,8
Childrens Services,Food Costs,TESCO STORES 6412,06/06/2014,1249,16/07/2014,18.44
Childrens Services,Food Costs,TESCO STORES 6412,04/06/2014,1248,16/07/2014,6.24
Childrens Services,Food Costs,TESCO STORES 6412,13/06/2014,1252,16/07/2014,19.53
Childrens Services,Equipment and Materials Purcha,TESCO STORES 6412,20/06/2014,1067,16/07/2014,24.69
Childrens Services,Equipment and Materials Purcha,TESCO STORES 644,01/07/2014,995,16/07/2014,274.03
Childrens Services,Equipment and Materials Purcha,TESCO STORES 644,03/06/2014,987,16/07/2014,245.85
Childrens Services,Equipment and Materials Purcha,TESCO STORES 644,24/06/2014,994,16/07/2014,226.01
Childrens Services,Equipment and Materials Purcha,TESCO STORES 644,17/06/2014,992,16/07/2014,233.5
Childrens Services,Food Costs,TESCO STORES 644,10/06/2014,989,16/07/2014,242.58
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,11/06/2014,1029,16/07/2014,10
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,04/06/2014,1028,16/07/2014,10
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,04/06/2014,1027,16/07/2014,10
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,20/06/2014,1031,16/07/2014,11.5
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,01/07/2014,1032,16/07/2014,11.5
Childrens Services,Books-CDs-Audio-Video,THE NURTURE GROUP N,11/06/2014,1114,16/07/2014,273.95
Childrens Services,Equipment and Materials Purcha,THE TROPHY CENTRE,13/06/2014,1116,16/07/2014,65.85
Childrens Services,Private Contractors - Third Pa,TICKETS,19/06/2014,1091,16/07/2014,66.56
Childrens Services,Equipment and Materials Purcha,TOTTERIDGE WHETS,23/06/2014,1092,16/07/2014,80.95
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1212,16/07/2014,7.7
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1214,16/07/2014,5.6
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1216,16/07/2014,5
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,05/06/2014,1228,16/07/2014,3.67
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,05/06/2014,1230,16/07/2014,9
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,09/06/2014,1234,16/07/2014,12
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1210,16/07/2014,12.5
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1208,16/07/2014,7.4
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1206,16/07/2014,5.08
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,12/06/2014,1241,16/07/2014,9
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,12/06/2014,1237,16/07/2014,5.14
Childrens Services,Equipment and Materials Purcha,TP WINCHMORE HILL,09/06/2014,1232,16/07/2014,3.57
Childrens Services,Equipment and Materials Purcha,TP WINCHMORE HILL,12/06/2014,1239,16/07/2014,7.56
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,04/06/2014,1218,16/07/2014,11.72
Childrens Services,Travelling Expenses,TRAINLINE.COM,18/06/2014,996,16/07/2014,28.76
Childrens Services,Building Repairs & Maintenance,UXBRIDGE COMMERCIA,03/06/2014,1021,16/07/2014,100
Childrens Services,Building Repairs & Maintenance,UXBRIDGE COMMERCIA,03/06/2014,1023,16/07/2014,57.5
Childrens Services,Building Repairs & Maintenance,UXBRIDGE COMMERCIA,03/06/2014,1022,16/07/2014,100
Childrens Services,Other Services,VUE BSL LTD,09/06/2014,1061,16/07/2014,25.05
Childrens Services,Other Services,VUE CINEMAS SITE,30/06/2014,1087,16/07/2014,14.2
Childrens Services,Equipment and Materials Purcha,W GADSBY SON LTD,01/07/2014,957,16/07/2014,13.98
Deputy Chief Operating Officer,Other Indirect Employee Expens,W M MORRISON PLC,16/06/2014,1036,16/07/2014,40
Childrens Services,Equipment and Materials Purcha,WAITROSE 215,27/06/2014,1050,16/07/2014,27.53
Governance,Professional Services,WESTMINSTER FORUM,01/07/2014,1198,16/07/2014,252
Childrens Services,Other Transfer Payments to Soc,WILKINSON,04/06/2014,1083,16/07/2014,19.8
Childrens Services,Building Repairs & Maintenance,WP-THE LIGHTBULB C,11/06/2014,1170,16/07/2014,-42.43
Childrens Services,Equipment and Materials Purcha,WP-THE LIGHTBULB C,06/06/2014,1168,16/07/2014,46.48
Childrens Services,Equipment and Materials Purcha,WWW.BAKERROSS.CO.UK,03/06/2014,1089,16/07/2014,30.93
Street Scene,Advertising,WWW.BLUESKY-WORLD.C,19/06/2014,948,16/07/2014,117.6
Childrens Services,Training,WWW.EMQC.CO.UK,06/06/2014,941,16/07/2014,1.92
Deputy Chief Operating Officer,Advertising,WWW.GETTYIMAGES.COM,20/06/2014,1057,16/07/2014,58.25
Childrens Services,General Office Expenses,WWW.ICETRAK.COM,19/06/2014,1244,16/07/2014,120
Childrens Services,Equipment and Materials Purcha,WWW.INSPIREMETOYS.C,18/06/2014,1073,16/07/2014,43.75
Childrens Services,Food Costs,WWW.MILKANDMORE.CO.,24/06/2014,981,16/07/2014,67.2
Childrens Services,Stationery,WWW.MOONPIG.COM LTD,20/06/2014,976,16/07/2014,3.61
Childrens Services,Equipment and Materials Purcha,WWW.MPDHOOKANDLOOP.,10/06/2014,1106,16/07/2014,166.75
Childrens Services,Equipment and Materials Purcha,WWW.ROMPALTD.COM,10/06/2014,1105,16/07/2014,146.34
Childrens Services,Postage,WWW.ROYALMAIL.COM,16/06/2014,1088,16/07/2014,53
Childrens Services,Postage,WWW.ROYALMAIL.COM,12/06/2014,1017,16/07/2014,53
Adults and Communities,Postage,WWW.ROYALMAIL.COM,17/06/2014,1053,16/07/2014,124
Childrens Services,Equipment and Materials Purcha,ABBEY FIRE ALARMS,23/07/2014,1341,19/08/2014,41.4
Childrens Services,Equipment and Materials Purcha,ABBEY FIRE ALARMS,23/07/2014,1340,19/08/2014,41.4
Childrens Services,Miscellaneous Expenses,ABBEY LOCKSMITHS,30/07/2014,1453,19/08/2014,132
Deputy Chief Operating Officer,IT Services,ADOBE SYSTEMS SOFTW,01/08/2014,1382,19/08/2014,114.33
Childrens Services,Equipment and Materials Purcha,ARGOS DIRECT,01/08/2014,1390,19/08/2014,-433.91
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,31/07/2014,1389,19/08/2014,433.91
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,23/07/2014,1562,19/08/2014,105.43
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,02/07/2014,1560,19/08/2014,71.97
Childrens Services,Cleaning and domestic material,ASDA HOME DELIVERY,08/07/2014,1292,19/08/2014,5.6
Childrens Services,Food Costs,ASDA HOME DELIVERY,08/07/2014,1291,19/08/2014,249.54
Childrens Services,Cleaning and domestic material,ASDA STORES 7134,29/07/2014,1319,19/08/2014,6
Childrens Services,Cleaning and domestic material,ASDA STORES 7134,22/07/2014,1308,19/08/2014,45.54
Childrens Services,Cleaning and domestic material,ASDA STORES 7134,15/07/2014,1298,19/08/2014,13.96
Childrens Services,Food Costs,ASDA STORES 7134,21/07/2014,1305,19/08/2014,15
Childrens Services,Food Costs,ASDA STORES 7134,15/07/2014,1297,19/08/2014,199.22
Childrens Services,Food Costs,ASDA STORES 7134,22/07/2014,1307,19/08/2014,192.23
Childrens Services,Food Costs,ASDA STORES 7134,29/07/2014,1318,19/08/2014,176.23
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,16/07/2014,1375,19/08/2014,4
Childrens Services,Stationery,ASDA SUPERSTORE,03/07/2014,1374,19/08/2014,10
Childrens Services,Cleaning and domestic material,ASDA SUPERSTORE,08/07/2014,1518,19/08/2014,5
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,01/08/2014,1540,19/08/2014,12.5
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,08/07/2014,1519,19/08/2014,10.5
Childrens Services,Food Costs,ASDA SUPERSTORE,25/07/2014,1531,19/08/2014,26.47
Childrens Services,Food Costs,ASDA SUPERSTORE,03/07/2014,1511,19/08/2014,31.35
Childrens Services,Food Costs,ASDA SUPERSTORE,04/07/2014,1512,19/08/2014,14.73
Childrens Services,Food Costs,ASDA SUPERSTORE,24/07/2014,1529,19/08/2014,34.85
Childrens Services,Food Costs,ASDA SUPERSTORE,17/07/2014,1524,19/08/2014,40.75
Childrens Services,Food Costs,ASDA SUPERSTORE,08/07/2014,1517,19/08/2014,104.97
Childrens Services,Food Costs,ASDA SUPERSTORE,31/07/2014,1536,19/08/2014,31.57
Childrens Services,Other Transfer Payments to Soc,ASDA SUPERSTORE,04/07/2014,1513,19/08/2014,1.49
Childrens Services,Cleaning and domestic material,ASDA SUPERSTORE,28/07/2014,1317,19/08/2014,4
Childrens Services,Cleaning and domestic material,ASDA SUPERSTORE,02/07/2014,1284,19/08/2014,30
Childrens Services,Cleaning and domestic material,ASDA SUPERSTORE,21/07/2014,1302,19/08/2014,10.14
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,01/08/2014,1322,19/08/2014,84
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,21/07/2014,1300,19/08/2014,8
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,02/07/2014,1282,19/08/2014,5.25
Childrens Services,Food Costs,ASDA SUPERSTORE,02/07/2014,1285,19/08/2014,264.38
Childrens Services,Food Costs,ASDA SUPERSTORE,21/07/2014,1303,19/08/2014,174.04
Childrens Services,Food Costs,ASDA SUPERSTORE,07/07/2014,1290,19/08/2014,43.26
Childrens Services,Food Costs,ASDA SUPERSTORE,28/07/2014,1316,19/08/2014,99.26
Childrens Services,Publications,ASDA SUPERSTORE,21/07/2014,1301,19/08/2014,0.55
Childrens Services,Other Transfer Payments to Soc,ASDA SUPERSTORE,21/07/2014,1299,19/08/2014,5
Childrens Services,Other Transfer Payments to Soc,ASDA SUPERSTORE,02/07/2014,1283,19/08/2014,9.08
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,23/07/2014,1550,19/08/2014,33.79
Childrens Services,Stationery,Amazon EU,25/07/2014,1533,19/08/2014,11.8
Street Scene,Equipment and Materials Purcha,Amazon EU,01/08/2014,1263,19/08/2014,11.79
Childrens Services,Equipment and Materials Purcha,Amazon EU,17/07/2014,1487,19/08/2014,14.38
Childrens Services,Books-CDs-Audio-Video,Amazon EU,21/07/2014,1452,19/08/2014,29.98
Childrens Services,Stationery,Amazon EU,10/07/2014,1605,19/08/2014,45.88
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,10/07/2014,1394,19/08/2014,27.93
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,11/07/2014,1395,19/08/2014,2.48
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/07/2014,1396,19/08/2014,80.64
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,29/07/2014,1567,19/08/2014,9
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,25/07/2014,1532,19/08/2014,12.99
Childrens Services,Stationery,Amazon Mktplce EU-U,31/07/2014,1537,19/08/2014,8.5
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,04/07/2014,1583,19/08/2014,19.47
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,21/07/2014,1589,19/08/2014,51.95
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,17/07/2014,1586,19/08/2014,5.99
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,01/08/2014,1564,19/08/2014,5.34
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,31/07/2014,1563,19/08/2014,23.29
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/07/2014,1261,19/08/2014,17.99
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/07/2014,1262,19/08/2014,10.8
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,18/07/2014,1260,19/08/2014,7.95
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,18/07/2014,1258,19/08/2014,43.67
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,17/07/2014,1257,19/08/2014,26.82
Street Scene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,18/07/2014,1259,19/08/2014,2.99
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/07/2014,1491,19/08/2014,1.2
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/07/2014,1492,19/08/2014,0.84
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,17/07/2014,1488,19/08/2014,65.99
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/07/2014,1490,19/08/2014,2.7
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,25/07/2014,1599,19/08/2014,9.1
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,02/07/2014,1542,19/08/2014,9
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,02/07/2014,1541,19/08/2014,2.52
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1455,19/08/2014,1.9
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1477,19/08/2014,2.48
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1475,19/08/2014,12.74
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1473,19/08/2014,2.89
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1471,19/08/2014,2.89
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1469,19/08/2014,3.07
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1467,19/08/2014,4.23
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1465,19/08/2014,2.07
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1463,19/08/2014,8.32
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1461,19/08/2014,20.82
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1479,19/08/2014,25
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1481,19/08/2014,58.32
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1483,19/08/2014,1.15
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1457,19/08/2014,8.32
Childrens Services,Building Repairs & Maintenance,B Q,09/07/2014,1459,19/08/2014,16.65
Childrens Services,Building Repairs & Maintenance,BANHAM GROUP,03/07/2014,1388,19/08/2014,158.4
Internal Audit & CAFT,Legal and Court Fees,BARNET REGISTER OFF,14/07/2014,1417,19/08/2014,30
Childrens Services,Miscellaneous Expenses,BARNET REGISTER OFF,24/07/2014,1574,19/08/2014,20
Childrens Services,Miscellaneous Expenses,BARNET REGISTER OFF,28/07/2014,1570,19/08/2014,15
Deputy Chief Operating Officer,Cleaning and domestic material,BLAKES DRY CLEANER,03/07/2014,1351,19/08/2014,10.5
Childrens Services,Telephones Calls,BT BILL PAYMENT 1,16/07/2014,1337,19/08/2014,71.71
Childrens Services,Telephones Calls,BT BILL PAYMENT 1,16/07/2014,1336,19/08/2014,86.09
Childrens Services,Other Transfer Payments to Soc,BURTON RETAIL,17/07/2014,1424,19/08/2014,87
Childrens Services,Other Transfer Payments to Soc,BURTON RETAIL,22/07/2014,1428,19/08/2014,-87
Childrens Services,Other Transfer Payments to Soc,BURTON RETAIL,17/07/2014,1425,19/08/2014,55
Deputy Chief Operating Officer,Subsistence,CAFFE NERO,15/07/2014,1354,19/08/2014,3.6
Childrens Services,Equipment and Materials Purcha,CARD FACTORY,21/07/2014,1399,19/08/2014,3.95
Childrens Services,Training,CITY LIT,30/07/2014,1510,19/08/2014,28
Childrens Services,Equipment and Materials Purcha,COOPERS OF BARNET,22/07/2014,1309,19/08/2014,9.98
Childrens Services,Stationery,COOPERS OF BARNET,22/07/2014,1311,19/08/2014,1
Childrens Services,Other Transfer Payments to Soc,COOPERS OF BARNET,22/07/2014,1310,19/08/2014,9.98
Childrens Services,Food Costs,FRAGRANCE STORES LT,30/07/2014,1281,19/08/2014,41.98
Internal Audit & CAFT,Equipment and Materials Purcha,D H C LTD,25/07/2014,1617,19/08/2014,37.08
Childrens Services,Subsistence,DILBER KEBAB LTD,16/07/2014,1409,19/08/2014,15.8
Childrens Services,Training,DS EDUCATION ENT,03/07/2014,1576,19/08/2014,91.4
Childrens Services,Equipment and Materials Repair,EDEN SPRINGS,09/07/2014,1267,19/08/2014,228
Childrens Services,Food Costs,FIOS FOOD CENTRE,01/08/2014,1321,19/08/2014,16.99
Childrens Services,Publications,FIOS FOOD CENTRE,01/08/2014,1320,19/08/2014,0.55
Childrens Services,Cleaning and domestic material,FIREPROTECT,04/07/2014,1287,19/08/2014,38.32
Childrens Services,Equipment and Materials Purcha,FIRST STOP ELECT W,11/07/2014,1333,19/08/2014,21.38
Childrens Services,Subsistence,FROM CHINA LIMITED,16/07/2014,1408,19/08/2014,11.1
Childrens Services,Other Services,GAME RETAIL LTD LON,22/07/2014,1430,19/08/2014,19
Childrens Services,Other Services,GAMEZONE,22/07/2014,1429,19/08/2014,19
Childrens Services,Equipment and Materials Purcha,GLS EDUCATIONAL,23/07/2014,1597,19/08/2014,459.05
Childrens Services,Other Services,GO APE,01/08/2014,1416,19/08/2014,289.8
Childrens Services,Food Costs,GOURMET BURGER KIT,15/07/2014,1397,19/08/2014,27.15
Childrens Services,Food Costs,GOURMET BURGER KIT,01/08/2014,1402,19/08/2014,30.35
Childrens Services,Other Transfer Payments to Soc,GREATER ANGLIA T/O,28/07/2014,1441,19/08/2014,90.2
Internal Audit & CAFT,Legal and Court Fees,GRO HM PASSPORT OFF,16/07/2014,1418,19/08/2014,23.4
Childrens Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,16/07/2014,1573,19/08/2014,23.4
Childrens Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,07/07/2014,1572,19/08/2014,23.4
Childrens Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,28/07/2014,1571,19/08/2014,-23.4
Childrens Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,25/07/2014,1569,19/08/2014,93.6
Childrens Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,24/07/2014,1575,19/08/2014,46.8
Childrens Services,Other Services,HAVEN HOLIDAYS,14/07/2014,1278,19/08/2014,576.2
Childrens Services,Training,HCC-CASHIERS,11/07/2014,1555,19/08/2014,200.7
Childrens Services,Miscellaneous Expenses,HERTSMERE BOROUGH,03/07/2014,1256,19/08/2014,"2,439.16"
